Statistical profiling result from isolate-0x40c1d20-v8-25259.log, (34379 ticks, 2082 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.0%    0.0%  Builtin: AsyncFunctionPromiseRelease
      2    0.0%    0.0%  Builtin: AsyncFunctionAwaitResolveClosure
      1    0.0%    0.0%  Stub: StoreFastElementStub
      1    0.0%    0.0%  Stub: StoreBufferOverflowStub
      1    0.0%    0.0%  Stub: RecordWriteStub {4}
      1    0.0%    0.0%  Stub: RecordWriteStub {3}
      1    0.0%    0.0%  Stub: RecordWriteStub {2}
      1    0.0%    0.0%  Stub: RecordWriteStub {17}
      1    0.0%    0.0%  Stub: RecordWriteStub {16}
      1    0.0%    0.0%  Stub: RecordWriteStub {14}
      1    0.0%    0.0%  Stub: RecordWriteStub {13}
      1    0.0%    0.0%  Stub: RecordWriteStub {12}
      1    0.0%    0.0%  Stub: RecordWriteStub {11}
      1    0.0%    0.0%  Stub: RecordWriteStub {10}
      1    0.0%    0.0%  Stub: RecordWriteStub
      1    0.0%    0.0%  Stub: InternalArraySingleArgumentConstructorStub
      1    0.0%    0.0%  Stub: InternalArrayNoArgumentConstructorStub
      1    0.0%    0.0%  LazyCompile: *next /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:866:25
      1    0.0%    0.0%  LazyCompile: *jsonld.documentLoader /home/matt/dev/ld-hasher/node_modules/bedrock/lib/jsonld.js:20:35
      1    0.0%    0.0%  LazyCompile: *join native array.js:287:19
      1    0.0%    0.0%  LazyCompile: *digest crypto.js:102:40
      1    0.0%    0.0%  LazyCompile: *checkForDeadlocks /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1625:31
      1    0.0%    0.0%  LazyCompile: *baseKeysIn /home/matt/dev/ld-hasher/node_modules/lodash/lodash.js:3513:24
      1    0.0%    0.0%  LazyCompile: *async.auto /home/matt/dev/ld-hasher/index.js:101:6
      1    0.0%    0.0%  LazyCompile: *api.nextTick /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:447:16
      1    0.0%    0.0%  LazyCompile: *StackHas native array.js:86:18
      1    0.0%    0.0%  LazyCompile: *Object native v8natives.js:21:27
      1    0.0%    0.0%  LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1545:50
      1    0.0%    0.0%  LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1301:18
      1    0.0%    0.0%  Function: ~update crypto.js:95:40
      1    0.0%    0.0%  Function: ~tryStatSync fs.js:516:21
      1    0.0%    0.0%  Function: ~strictIndexOf /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1386:23
      1    0.0%    0.0%  Function: ~serializeQuad /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/NQuads.js:171:23
      1    0.0%    0.0%  Function: ~self.waterfall.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:251:8
      1    0.0%    0.0%  Function: ~self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:93:13
      1    0.0%    0.0%  Function: ~self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:209:10
      1    0.0%    0.0%  Function: ~self.waterfall /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:244:12
      1    0.0%    0.0%  Function: ~self.forEach.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:288:8
      1    0.0%    0.0%  Function: ~self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
      1    0.0%    0.0%  Function: ~runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      1    0.0%    0.0%  Function: ~retrieve /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:811:26
      1    0.0%    0.0%  Function: ~resolve path.js:1159:28
      1    0.0%    0.0%  Function: ~require internal/module.js:8:19
      1    0.0%    0.0%  Function: ~processQueue /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1563:26
      1    0.0%    0.0%  Function: ~next /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:866:25
      1    0.0%    0.0%  Function: ~main /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:29:7
      1    0.0%    0.0%  Function: ~loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      1    0.0%    0.0%  Function: ~iterator /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:75:18
      1    0.0%    0.0%  Function: ~isPrototype /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:781:21
      1    0.0%    0.0%  Function: ~isEncoding /home/matt/dev/ld-hasher/node_modules/ni-uri/index.js:32:20
      1    0.0%    0.0%  Function: ~isAsync /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:174:17
      1    0.0%    0.0%  Function: ~isArrayLike /home/matt/dev/ld-hasher/node_modules/lodash/lodash.js:11346:25
      1    0.0%    0.0%  Function: ~hasher /home/matt/dev/ld-hasher/index.js:90:16
      1    0.0%    0.0%  Function: ~handleError fs.js:262:21
      1    0.0%    0.0%  Function: ~fs.readFileSync fs.js:550:27
      1    0.0%    0.0%  Function: ~enqueueTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1557:25
      1    0.0%    0.0%  Function: ~digest /home/matt/dev/ld-hasher/node_modules/ni-uri/index.js:77:16
      1    0.0%    0.0%  Function: ~checkForDeadlocks /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1625:31
      1    0.0%    0.0%  Function: ~callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/index.js:69:34
      1    0.0%    0.0%  Function: ~basename path.js:1380:30
      1    0.0%    0.0%  Function: ~baseKeys /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:818:18
      1    0.0%    0.0%  Function: ~baseForOwn /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1338:20
      1    0.0%    0.0%  Function: ~async.auto /home/matt/dev/ld-hasher/index.js:101:6
      1    0.0%    0.0%  Function: ~assignValue /home/matt/dev/ld-hasher/node_modules/lodash/lodash.js:2492:25
      1    0.0%    0.0%  Function: ~assertPath path.js:26:20
      1    0.0%    0.0%  Function: ~api.toRDF /home/matt/dev/ld-hasher/node_modules/jsonld/lib/toRdf.js:46:13
      1    0.0%    0.0%  Function: ~api.isObject.v /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/util.js:64:16
      1    0.0%    0.0%  Function: ~api.isBoolean.v /home/matt/dev/ld-hasher/node_modules/jsonld/lib/types.js:25:17
      1    0.0%    0.0%  Function: ~api.isBlankNode.v /home/matt/dev/ld-hasher/node_modules/jsonld/lib/graphTypes.js:95:19
      1    0.0%    0.0%  Function: ~api.expandIri /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:450:17
      1    0.0%    0.0%  Function: ~api.createTermDefinition /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:191:28
      1    0.0%    0.0%  Function: ~api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
      1    0.0%    0.0%  Function: ~api.addValue /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:233:16
      1    0.0%    0.0%  Function: ~allocate buffer.js:275:18
      1    0.0%    0.0%  Function: ~addListener /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1574:25
      1    0.0%    0.0%  Function: ~aB native array.js:531:12
      1    0.0%    0.0%  Function: ~_objectToRDF /home/matt/dev/ld-hasher/node_modules/jsonld/lib/toRdf.js:180:22
      1    0.0%    0.0%  Function: ~_makeLong path.js:1346:32
      1    0.0%    0.0%  Function: ~_findContextUrls /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:912:26
      1    0.0%    0.0%  Function: ~_combinedTickCallback internal/process/next_tick.js:129:33
      1    0.0%    0.0%  Function: ~StackPop native array.js:83:18
      1    0.0%    0.0%  Function: ~Promise /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:398:24
      1    0.0%    0.0%  Function: ~Module.require module.js:514:36
      1    0.0%    0.0%  Function: ~Module._resolveLookupPaths module.js:331:38
      1    0.0%    0.0%  Function: ~Module._findPath module.js:163:28
      1    0.0%    0.0%  Function: ~InsertionSort native array.js:542:23
      1    0.0%    0.0%  Function: ~InnerArrayJoin native array.js:274:24
      1    0.0%    0.0%  Function: ~AsyncAlgorithm /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:9:14
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/lodash/lodash.js:6757:42
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/lodash/lodash.js:6585:22
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:396:24
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:902:20
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:417:21
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1650:36
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1634:60
      1    0.0%    0.0%  Function: ~<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1301:18
      1    0.0%    0.0%  Function: ~<anonymous>
      1    0.0%    0.0%  Builtin: StringPrototypeSlice
      1    0.0%    0.0%  Builtin: NonNumberToNumber
      1    0.0%    0.0%  Builtin: KeyedStoreIC_Slow
      1    0.0%    0.0%  Builtin: JSBuiltinsConstructStub
      1    0.0%    0.0%  Builtin: FunctionPrototypeCall
      1    0.0%    0.0%  Builtin: FastNewFunctionContextFunction

 [C++]:
   ticks  total  nonlib   name
   7575   22.0%   22.9%  write
    711    2.1%    2.1%  v8::internal::String::ComputeAndSetHash()
    685    2.0%    2.1%  sha256_block_data_order_avx
    668    1.9%    2.0%  v8::internal::JsonStringifier::SerializeString(v8::internal::Handle<v8::internal::String>)
    531    1.5%    1.6%  v8::internal::JsonStringifier::Result v8::internal::JsonStringifier::Serialize_<true>(v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Handle<v8::internal::Object>)
    527    1.5%    1.6%  _IO_vfprintf
    445    1.3%    1.3%  v8::internal::ScavengeWeakObjectRetainer::RetainAs(v8::internal::Object*)
    394    1.1%    1.2%  node::crypto::Hash::New(v8::FunctionCallbackInfo<v8::Value> const&)
    380    1.1%    1.1%  v8::internal::Object* v8::internal::VisitWeakList<v8::internal::JSFunction>(v8::internal::Heap*, v8::internal::Object*, v8::internal::WeakObjectRetainer*)
    290    0.8%    0.9%  void v8::internal::String::WriteToFlat<unsigned char>(v8::internal::String*, unsigned char*, int, int)
    214    0.6%    0.6%  __GI___pthread_mutex_lock
    192    0.6%    0.6%  void v8::Utf8WriterVisitor::Visit<unsigned char>(unsigned char const*, int)
    180    0.5%    0.5%  v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
    175    0.5%    0.5%  _IO_default_xsputn
    170    0.5%    0.5%  fwrite
    145    0.4%    0.4%  node::(anonymous namespace)::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    143    0.4%    0.4%  __libc_malloc
    138    0.4%    0.4%  memchr
    136    0.4%    0.4%  v8::internal::String::GetFlatContent()
    126    0.4%    0.4%  v8::internal::ConsString::ConsStringGet(int)
    116    0.3%    0.4%  __pthread_mutex_unlock_usercnt
    114    0.3%    0.3%  v8::internal::(anonymous namespace)::Slow_ArrayConcat(v8::internal::BuiltinArguments*, v8::internal::Handle<v8::internal::Object>, v8::internal::Isolate*)
    109    0.3%    0.3%  v8::internal::JsonStringifier::Result v8::internal::JsonStringifier::Serialize_<false>(v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Handle<v8::internal::Object>)
    102    0.3%    0.3%  void v8::internal::LookupIterator::Start<false>()
    100    0.3%    0.3%  v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
     98    0.3%    0.3%  fflush
     89    0.3%    0.3%  strchrnul
     88    0.3%    0.3%  v8::internal::(anonymous namespace)::StringReplaceGlobalRegExpWithStringHelper(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::RegExpMatchInfo>)
     87    0.3%    0.3%  v8::internal::Isolate::RunMicrotasksInternal()
     77    0.2%    0.2%  v8::internal::CompiledReplacement::Compile(v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, int, int)
     75    0.2%    0.2%  v8::internal::Runtime_StringReplaceGlobalRegExpWithString(int, v8::internal::Object**, v8::internal::Isolate*)
     74    0.2%    0.2%  v8::internal::StringReplaceGlobalRegExpWithString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::RegExpMatchInfo>)
     74    0.2%    0.2%  v8::internal::JSObject::FastPropertyAt(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Representation, v8::internal::FieldIndex)
     68    0.2%    0.2%  vsnprintf
     68    0.2%    0.2%  v8::internal::Factory::NewNumber(double, v8::internal::PretenureFlag)
     65    0.2%    0.2%  void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     65    0.2%    0.2%  v8::internal::JSObject::MigrateToMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, int)
     63    0.2%    0.2%  v8::internal::String::Compare(v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::String>)
     59    0.2%    0.2%  v8::internal::FieldIndex::ForDescriptor(v8::internal::Map*, int)
     59    0.2%    0.2%  v8::internal::AccountingAllocator::ReturnSegment(v8::internal::Segment*)
     59    0.2%    0.2%  int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
     54    0.2%    0.2%  v8::internal::JsonStringifier::StackPush(v8::internal::Handle<v8::internal::Object>)
     54    0.2%    0.2%  v8::internal::(anonymous namespace)::Fast_ArrayConcat(v8::internal::Isolate*, v8::internal::BuiltinArguments*)
     53    0.2%    0.2%  v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
     52    0.2%    0.2%  v8::internal::Heap::AllocateHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
     51    0.1%    0.2%  v8::internal::String::Flatten(v8::internal::Handle<v8::internal::String>, v8::internal::PretenureFlag)
     51    0.1%    0.2%  memcpy
     50    0.1%    0.2%  void v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::EvacuateObject<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1, (v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
     50    0.1%    0.2%  v8::internal::Scavenger::CheckAndScavengeObject(v8::internal::Heap*, unsigned char*) [clone .isra.574]
     49    0.1%    0.1%  v8::internal::Zone::New(unsigned long)
     49    0.1%    0.1%  v8::internal::JSObject::PrepareElementsForSort(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
     48    0.1%    0.1%  v8::internal::Isolate::PromiseReactionJob(v8::internal::Handle<v8::internal::PromiseReactionJobInfo>, v8::internal::MaybeHandle<v8::internal::Object>*, v8::internal::MaybeHandle<v8::internal::Object>*)
     48    0.1%    0.1%  _IO_file_xsputn
     47    0.1%    0.1%  v8::internal::StringSearch<unsigned char, unsigned char>::LinearSearch(v8::internal::StringSearch<unsigned char, unsigned char>*, v8::internal::Vector<unsigned char const>, int)
     45    0.1%    0.1%  v8::internal::StringShape::StringShape(v8::internal::String const*)
     45    0.1%    0.1%  v8::internal::FindStringIndicesDispatch(v8::internal::Isolate*, v8::internal::String*, v8::internal::String*, v8::internal::List<int, v8::internal::FreeStoreAllocationPolicy>*, unsigned int) [clone .constprop.163]
     44    0.1%    0.1%  v8::internal::JsonStringifier::ApplyToJsonFunction(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
     44    0.1%    0.1%  v8::internal::AccountingAllocator::GetSegment(unsigned long)
     42    0.1%    0.1%  v8::internal::Factory::NewHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
     42    0.1%    0.1%  v8::String::WriteUtf8(char*, int, int*, int) const
     42    0.1%    0.1%  int v8::internal::SearchStringRaw<unsigned char const, unsigned char const>(v8::internal::Isolate*, unsigned char const*, int, unsigned char const*, int, int)
     42    0.1%    0.1%  __clock_gettime
     41    0.1%    0.1%  v8::internal::JSReceiver::SetOrCopyDataProperties(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>, v8::internal::ScopedVector<v8::internal::Handle<v8::internal::Object> > const*, bool)
     41    0.1%    0.1%  v8::internal::IterateAndScavengePromotedObjectsVisitor::VisitPointers(v8::internal::HeapObject*, v8::internal::Object**, v8::internal::Object**)
     39    0.1%    0.1%  void std::__introsort_loop<v8::internal::Smi**, long, v8::internal::EnumIndexComparator<v8::internal::NameDictionary> >(v8::internal::Smi**, v8::internal::Smi**, long, v8::internal::EnumIndexComparator<v8::internal::NameDictionary>)
     39    0.1%    0.1%  v8::internal::Object* v8::internal::StringReplaceGlobalAtomRegExpWithString<v8::internal::SeqOneByteString>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::RegExpMatchInfo>)
     39    0.1%    0.1%  _init
     38    0.1%    0.1%  v8::internal::Zone::Zone(v8::internal::AccountingAllocator*, char const*)
     37    0.1%    0.1%  void std::__unguarded_linear_insert<v8::internal::Smi**, v8::internal::EnumIndexComparator<v8::internal::NameDictionary> >(v8::internal::Smi**, v8::internal::EnumIndexComparator<v8::internal::NameDictionary>)
     37    0.1%    0.1%  v8::internal::Runtime_StringLessThan(int, v8::internal::Object**, v8::internal::Isolate*)
     37    0.1%    0.1%  v8::internal::Isolate::EnqueueMicrotask(v8::internal::Handle<v8::internal::Object>)
     35    0.1%    0.1%  v8::internal::Log::MessageBuilder::Append(char const*, ...)
     35    0.1%    0.1%  v8::internal::Heap::AdjustLiveBytes(v8::internal::HeapObject*, int)
     35    0.1%    0.1%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::SetLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
     34    0.1%    0.1%  int v8::internal::BinarySearch<(v8::internal::SearchMode)0, v8::internal::TransitionArray>(v8::internal::TransitionArray*, v8::internal::Name*, int, int*)
     34    0.1%    0.1%  _IO_setb
     32    0.1%    0.1%  v8::internal::Logger::CurrentTimeEvent()
     31    0.1%    0.1%  v8::internal::JsonStringifier::SerializeJSReceiverSlow(v8::internal::Handle<v8::internal::JSReceiver>)
